acousticness,danceability,energy,speechiness,valence,BPM,song_title,artists,artists_url,date_added,album_cover,popularity,url,date_added_year
0.429,0.493,0.773,0.157,0.301,123.149,Sixteen - Don Diablo Remix,"Ellie Goulding,Don Diablo","0X2BH1fck6amBIoJhDVmmJ,1l2ekx5skC4gJH8djERwh1",2019-07-16,https://i.scdn.co/image/ab67616d0000b27385289c6e515029c2a3206603,56,3jwQwGVERUXo7eaAgL1xAo,2019
0.208,0.57,0.786,0.113,0.16,128.158,Untouchable (feat. Aimee Dalton),"Will Sparks,Aimee Dalton","1u7OVFmWah4wQhOPIbUb8U,0Pf3n1CllzEWrpS1Eg2ACP",2019-07-16,https://i.scdn.co/image/ab67616d0000b27355d206f90486b123dc8ff2b1,53,1IoA7fqXfbjndYJTdrQLZn,2019
0.00733,0.69,0.78,0.0594,0.238,126.07,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix,"Martin Garrix,Macklemore,Fall Out Boy,Tiësto","60d24wfXkVzDSfLS6hyCjZ,3JhNCzhSMTxs9WLGJJxWOY,4UXqAaa6dQYAk18Lv7PEgX,2o5jDhtHVPhrJdv3cEQ99Z",2019-07-16,https://i.scdn.co/image/ab67616d0000b27385df7b8e4cfe789fffe85364,58,55nMnifaQWKe3f9cbwOXwx,2019
0.0105,0.628,0.98,0.0766,0.464,128.093,Rave (feat. Kris Kiss),"Steve Aoki,Showtek,MAKJ,Kris Kiss","77AiFEVeAVj2ORpC85QVJs,3gk0OYeLFWYupGFRHqLSR7,3PtCud9dIdOv4exrzdZZ1C,3Hzok9apHnCGDDkGltQcMg",2019-07-16,https://i.scdn.co/image/ab67616d0000b273e41916c153b9df5daa4f9726,41,6AfvfheW6VzyV1MNyZ9XXd,2019
0.0404,0.677,0.744,0.0295,0.631,124.08,Piece Of Your Heart,"MEDUZA,Goodboys","0xRXCcSX89eobfrshSVdyu,2nm38smINjms1LtczR0Cei",2019-07-16,https://i.scdn.co/image/ab67616d0000b273ead13021d0f2957958081f28,80,1DFD5Fotzgn6yYXkYsKiGs,2019
0.785,0.575,0.461,0.0317,0.266,79.971,"무제(無題) (Untitled, 2014)",G-DRAGON,30b9WulBM8sFuBo17nNq9c,2019-07-16,https://i.scdn.co/image/ab67616d0000b2735ac41954199bec07f46af6d2,0,35dEFabeYvGLrOMc9c1tES,2019
0.121,0.721,0.737,0.0324,0.931,97.996,All Rise,Blue,2yEkZBBjhzKzt6LF5XMaFi,2019-07-14,https://i.scdn.co/image/ab67616d0000b27323b80e7083b0677a46f3c482,67,7jley98gCQFueQ5MCaFWIb,2019
0.0784,0.466,0.827,0.0392,0.258,120.01,Move Up (Lost Gravity),Mr. Polska,1A6HQzOvtGaCYihOuIKjE6,2019-07-14,https://i.scdn.co/image/ab67616d0000b273c2b8eb913bf750d1d9303d76,42,7nv8yYS0r5p0FUP7hlUOyY,2019
0.707,0.486,0.352,0.0272,0.201,137.679,Crash,Sum 41,0qT79UgT5tY4yudH9VfsdT,2019-07-13,https://i.scdn.co/image/ab67616d0000b273fc6b79df5c1bfd73626dddd1,51,20x1lxz8foqlzvMct4cPYT,2019
0.451,0.624,0.647,0.0357,0.452,95.021,美人魚,JJ Lin,7Dx7RhX0mFuXhCOUgB01uM,2019-07-12,https://i.scdn.co/image/ab67616d0000b2730d39c7f4416b6655c664bad3,47,2ahydS3UcOoAF2usK3I1ph,2019
0.000408,0.723,0.759,0.0449,0.405,125.966,Takeoff,Matisse & Sadko,2QMCcKIPHnjQaPPgoEst88,2019-07-12,https://i.scdn.co/image/ab67616d0000b2730fe63ed523ddb51ad618ae3a,33,7pS3mwBEpFuiBQp7nYzybw,2019
0.00236,0.382,0.698,0.0374,0.151,127.816,Love You Forever,"Nicky Romero,Stadiumx,Sam Martin","5ChF3i92IPZHduM7jN3dpg,0DRf6JJDQnRnz0Yp209CmH,66AE89GQTx88zLYhXn1wFK",2019-07-11,https://i.scdn.co/image/ab67616d0000b273b10acb2a373434776127d4ed,48,2gqzTQEn4g5ly0n5ScdMx0,2019
0.415,0.616,0.636,0.0394,0.584,74.855,Better Man,Westlife,5Z1CCuBsyhEHngq3U5IraY,2019-07-09,https://i.scdn.co/image/ab67616d0000b273c0dbb63b2af353ee82b2d556,23,2VFGae9mdQ2dc9373j6hPK,2019
0.0287,0.711,0.814,0.0335,0.451,130.038,Dynamite,Westlife,5Z1CCuBsyhEHngq3U5IraY,2019-07-09,https://i.scdn.co/image/ab67616d0000b273c0dbb63b2af353ee82b2d556,46,1ldZTHOK49s7Day3wkx0is,2019
0.175,0.447,0.684,0.09,0.437,125.655,Carry On - Nicky Romero Remix,"Kygo,Rita Ora,Nicky Romero","23fqKkggKUBHNkbKtXEls4,5CCwRZC6euC8Odo6y9X8jr,5ChF3i92IPZHduM7jN3dpg",2019-07-06,https://i.scdn.co/image/ab67616d0000b27300c3b9c66c5c861c3fb750f8,58,4fK2NU9UyQJV74ZGiSVYsr,2019
0.897,0.605,0.0145,0.0514,0.137,140.762,If You Leave,Meredith Brackbill,0HjA3aEDpGc1OXGJpMS4OX,2019-07-06,https://i.scdn.co/image/ab67616d0000b2736348145450f585d76431bdd5,0,4XIIUMREAyXWlI7dubeFJw,2019
0.914,0.589,0.242,0.0442,0.257,89.749,Supermarket Flowers,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2019-07-06,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,78,4VuS959DSpr82t3qBqCrWG,2019
0.124,0.64,0.648,0.187,0.548,92.977,Beautiful People (feat. Khalid),"Ed Sheeran,Khalid","6eUKZXaKkcviH0Ku9w2n3V,6LuN9FCkKOj5PcnpouEgny",2019-07-06,https://i.scdn.co/image/ab67616d0000b273358f874d5d31e76a8fe3f6d0,79,4evmHXcjt3bTUHD1cvny97,2019
0.463,0.819,0.245,0.175,0.236,81.964,i'm so sad,Garrett Nash,3iri9nBFs9e4wN7PLIetAw,2019-07-06,https://i.scdn.co/image/ab67616d0000b273b309c6966d02a5eaf75a9f01,33,7AlqccvNLaEPyDlZUWZFWd,2019
0.272,0.753,0.32,0.144,0.418,160.162,Stickwitu,"Jynjo,Aubrey Wood","5fqC3iqWXpXM4WhJR4Ns32,2D7xNo1Uwaa2TDOExHN0pQ",2019-07-06,https://i.scdn.co/image/ab67616d0000b273701c59a64913e93601232cd8,35,4BOjYuQs0fElm0ewzW7o6d,2019
0.431,0.805,0.608,0.3,0.73,95.262,Stick With You,Lucas Coly,7LrFXgUaby8e6rfohQGxhh,2019-07-06,https://i.scdn.co/image/ab67616d0000b273a76365295d0c4c9bf83dbf74,36,5LN7nWlZCbZTBnskfFKY9z,2019
0.76,0.75,0.227,0.236,0.416,100.163,Love Is More Depressing Than Depression,"prxz,Shiloh Dynasty","40HzN0eLAMZk4nTHMk9sUA,1wxPItEzr7U7rGSMPqZ25r",2019-07-06,https://i.scdn.co/image/ab67616d0000b2732b15c74668d85b91682d448a,69,7A0T4eb6jPhhQp3KQis6ww,2019
0.113,0.7,0.751,0.0566,0.245,124.027,Fantasy - R3HAB Remix,"Sofi Tukker,R3HAB","586uxXMyD5ObPuzjtrzO1Q,6cEuCEZu7PAE9ZSzLLc2oQ",2019-07-02,https://i.scdn.co/image/ab67616d0000b27380e9acf3bb7e773050e23650,7,3iGMErA58MMTYT1mBkUkRf,2019
0.0507,0.652,0.453,0.0445,0.432,88.039,Walk Me Home,P!nk,1KCSPY1glIKqW2TotWuXOR,2019-07-02,https://i.scdn.co/image/ab67616d0000b273ccf82e94885d4a1882870f07,70,7DHApOHsIFo7EyfieArYGE,2019
0.556,0.625,0.48,0.0411,0.16,87.575,Hold On Tight - Acoustic,"R3HAB,Conor Maynard","6cEuCEZu7PAE9ZSzLLc2oQ,6mU8ucezzms5I2kNH6HNlu",2019-07-02,https://i.scdn.co/image/ab67616d0000b2731c15421a1a04be2de69edfbf,0,1qa5j1rY0oRW6DgLN2mYvp,2019
0.0957,0.659,0.905,0.144,0.382,100.009,Drunk Me - R3HAB Remix,"Mitchell Tenpenny,R3HAB","1p6CdzJRoicjRcSdWoB9Qc,6cEuCEZu7PAE9ZSzLLc2oQ",2019-07-02,https://i.scdn.co/image/ab67616d0000b273e05a2e4a0431d1a712095e8d,56,3kwL8x4afaomYsX3d4cmPL,2019
0.000552,0.591,0.985,0.0794,0.129,135.024,The People,"KSHMR,Timmy Trumpet","2wX6xSig4Rig5kZU6ePlWe,0CbeG1224FS58EUx4tPevZ",2019-06-28,https://i.scdn.co/image/ab67616d0000b2730bf6344a2e839ac8a40c6016,39,3YRCgAw6nq0qcPpGOb3FZk,2019
0.0771,0.59,0.642,0.122,0.651,107.356,Post Malone (feat. RANI),"Sam Feldt,RANI","20gsENnposVs2I4rQ5kvrf,3SYnDj7btg9gFY7ps8m5d5",2019-06-26,https://i.scdn.co/image/ab67616d0000b27354de16ac6dc5346bfc1187f5,73,0qc4QlcCxVTGyShurEv1UU,2019
0.00659,0.617,0.909,0.0453,0.454,125.997,Anywhere For You - Tiësto vs. Dzeko & Torres / Radio Edit,"John Martin,Tiësto","2auikkNYqigWStoHWK1Grq,2o5jDhtHVPhrJdv3cEQ99Z",2019-06-26,https://i.scdn.co/image/ab67616d0000b273375a756962e2e1650d8b5782,34,1mEUsi4r3jyH3DUEGnw4vh,2019
0.76,0.713,0.443,0.394,0.412,86.808,9 (feat. Minji),"92914,Minji 한민지","0Zoe6ljAJo85rggnN6OaOF,5PAAkALx5byUebFVd2kOBF",2019-06-25,https://i.scdn.co/image/ab67616d0000b27398c7b2f3dcf8b6d31969e28c,0,6jnDNbxcVHFC9MsGaLP3qO,2019
0.075,0.568,0.859,0.0703,0.264,129.939,Victorum,"D'Angello & Francis,Jaxx & Vega,le Shuuk","63YpQAD9YjknZPfMVYqyIK,7bdZVVcdyFjxVRj6vCVk9w,7bH17jyjkwMPMh9AS8EH0u",2019-06-24,https://i.scdn.co/image/ab67616d0000b2733c5f650c17364fbc9c226b3f,29,4W2mlalw3KNhwAPHLVx0jU,2019
0.0644,0.659,0.625,0.045,0.442,88.042,One Thing Right,"Marshmello,Kane Brown","64KEffDW9EtZ1y2vBYgq8T,3oSJ7TBVCWMDMiYjXNiCKE",2019-06-21,https://i.scdn.co/image/ab67616d0000b273f0d9f552f55d802413da1002,77,4hPpVbbakQNv8YTHYaOJP4,2019
0.0878,0.734,0.693,0.0361,0.55,110.021,Sad Song (feat. TINI),"Alesso,TINI","4AVFqumd2ogHFlRbKIjp1t,7vXDAI8JwjW531ouMGbfcp",2019-06-21,https://i.scdn.co/image/ab67616d0000b2734f0d2e7ca8d89e39d1bcac37,62,2JoIjuzRplpYGvvLpSW2on,2019
0.0262,0.86,0.956,0.0727,0.0794,128.013,Snakes,Sikdope,3EXfNuPuR3OFEdlyoSutcG,2019-06-17,https://i.scdn.co/image/ab67616d0000b2732d18f23ea1dd40454cef851f,54,7wC9cG5EgruIiQe6Xt6SFm,2019
0.0292,0.618,0.66,0.0372,0.408,105.0,Not Ok,"Kygo,Chelsea Cutler","23fqKkggKUBHNkbKtXEls4,5JMLG56F1X5mFmWNmS0iAp",2019-06-14,https://i.scdn.co/image/ab67616d0000b2737fe984eca0149b0c2b4b6828,63,6aoGtdWXBkYQ2O2wnyIz2x,2019
0.803,0.573,0.3,0.0366,0.181,67.511,Six Feet Under,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,2019-06-12,https://i.scdn.co/image/ab67616d0000b273e9951b682735215f6cd5fe48,0,3xDvZswTmnHBWsB39z6Sbn,2019
0.25,0.453,0.736,0.186,0.37,118.669,Let Me Go,"E R I K,Tyler & Ryan","5lwXI2NyOy3UqTkNukPqxZ,4LiocIl9wLVekOfRq1X1WP",2019-06-12,https://i.scdn.co/image/ab67616d0000b273221d69dfbae23aefd8882d02,35,3kWT36IhBCWCU9eVh4x4H1,2019
0.0201,0.67,0.676,0.037,0.349,114.974,Next To You (feat. Justin Bieber),"Chris Brown,Justin Bieber","7bXgB6jMjp9ATFy66eO08Z,1uNFoZAHBGtllmzznpCI3s",2019-06-11,https://i.scdn.co/image/ab67616d0000b2731171b8e18ae01ada4c78a037,0,3dXfspomX4qsY1YgnQQOvM,2019
0.098,0.491,0.593,0.0255,0.328,144.142,My Love,Westlife,5Z1CCuBsyhEHngq3U5IraY,2019-06-10,https://i.scdn.co/image/ab67616d0000b27315f19e3b1fbfc5a2f164fb6a,72,5p0ietGkLNEqx1Z7ijkw5g,2019
0.333,0.502,0.78,0.244,0.607,122.688,I Miss Myself - R3HAB Remix,"NOTD,HRVY,R3HAB","5jAMCwdNHWr7JThxtMuEyy,28y6CyJNkGNjJQKrlx4AmN,6cEuCEZu7PAE9ZSzLLc2oQ",2019-06-08,https://i.scdn.co/image/ab67616d0000b273914f75a894356461c70338c0,40,3N9YuL395rE4qNyHMsvOWC,2019
0.0715,0.592,0.873,0.0275,0.516,122.011,Heaven,Avicii,1vCWHaC5f2uS3yhpwWbIA6,2019-06-07,https://i.scdn.co/image/ab67616d0000b273660ee24281a547103f466ff5,70,0vrmHPfoBadXVr2n0m1aqZ,2019
0.272,0.802,0.645,0.0715,0.376,100.001,SOS (feat. Aloe Blacc),"Avicii,Aloe Blacc","1vCWHaC5f2uS3yhpwWbIA6,0id62QV2SZZfvBn9xpmuCl",2019-06-07,https://i.scdn.co/image/ab67616d0000b273660ee24281a547103f466ff5,75,2x0RZdkZcD8QRI53XT4GI5,2019
0.303,0.629,0.662,0.0939,0.45,82.368,Never Leave Me (feat. Joe Janiak),"Avicii,Joe Janiak","1vCWHaC5f2uS3yhpwWbIA6,142TY556WknD1ZRV8XilJQ",2019-06-07,https://i.scdn.co/image/ab67616d0000b273660ee24281a547103f466ff5,58,7zGEU6BXl2c4TxpzIAr7BI,2019
0.225,0.591,0.702,0.0289,0.501,104.003,Call You Mine (feat. Bebe Rexha),"The Chainsmokers,Bebe Rexha","69GGBxA162lTqCwzJG5jLp,64M6ah0SkkRsnPGtGiRAbb",2019-06-01,https://i.scdn.co/image/ab67616d0000b2735bb607f1d2c4eab465339542,1,05CwHjIk71RXVU40boRMnR,2019
0.157,0.647,0.726,0.0552,0.767,114.996,Ritual,"Tiësto,Jonas Blue,Rita Ora","2o5jDhtHVPhrJdv3cEQ99Z,1HBjj22wzbscIZ9sEb5dyf,5CCwRZC6euC8Odo6y9X8jr",2019-06-01,https://i.scdn.co/image/ab67616d0000b273211bcd4f50464c15d7c7f111,72,3M9Apu4OZfylLTFKvgEtKa,2019
0.0896,0.49,0.811,0.044,0.547,125.965,Seek Bromance (Avicii Vocal Edit),Tim Berg,7iLc4hrjOjQPfg1E3cCHg1,2019-05-26,https://i.scdn.co/image/ab67616d0000b273059fc1c7a6a477c625ac1300,52,5BIgbz2Dy7X2I0bnkKH9Mb,2019
0.00214,0.56,0.869,0.0622,0.177,134.934,Devil Inside Me (feat. KARRA),"KSHMR,KAAZE,Karra","2wX6xSig4Rig5kZU6ePlWe,6WGE3kO8ULME2ErBcOksSR,24CzPFC4y3bM4AkUnZfuAU",2019-05-24,https://i.scdn.co/image/ab67616d0000b2736b39d63ca52fa6cebf77b194,54,6h7MPC2hBJHJQuobsRXqwF,2019
0.0589,0.452,0.465,0.0344,0.0832,149.586,Love Is Gone,"SLANDER,Dylan Matthew","20DZAfCuP1TKZl5KcY7z3Q,6d0ZjIp5L7Ygy2l02HskRX",2019-05-21,https://i.scdn.co/image/ab67616d0000b27329a582922631710b2cf10d64,74,39glqzRVRAy4vq3PqeTGb8,2019
0.0147,0.657,0.921,0.0369,0.179,145.03,Rampart,"Audien,Gammer","4xnMDfgEmXZEEDdITKcGuE,5nd7jnne7zbsV2J5jBKNOY",2019-05-21,https://i.scdn.co/image/ab67616d0000b273502b80c4cd8d198a91bba1c8,31,458YQBBWYQMhvFf6Coho3a,2019
0.352,0.651,0.7,0.0318,0.214,104.964,Waiting,"Vicetone,Daisy Guttridge","0daugAjUgbJSqdlyYNwIbT,2tUq6RAxkUzZPf2WWLXMa4",2019-05-21,https://i.scdn.co/image/ab67616d0000b273b171c6d40462b4548a5e0134,63,78v8ad1iLTlfLbam4qvzNu,2019
0.286,0.626,0.822,0.0623,0.529,138.056,Hurt People (with Aloe Blacc),"Gryffin,Aloe Blacc","2ZRQcIgzPCVaT9XKhXZIzh,0id62QV2SZZfvBn9xpmuCl",2019-05-21,https://i.scdn.co/image/ab67616d0000b273f9199ab916f56d486cf5b04b,48,2fED2BndjHEETxBoZ4xMHb,2019
0.00544,0.494,0.639,0.0324,0.235,127.997,Lullaby - GATTÜSO Remix,"R3HAB,Mike Williams,GATTÜSO","6cEuCEZu7PAE9ZSzLLc2oQ,3IpvVrP3VLhruTmnququq7,3PlRvQnVE3XAbtHUNc4nic",2019-05-21,https://i.scdn.co/image/ab67616d0000b27370aaeb4f11386faa990f23f7,50,0D2GrOxDYUSEO5lPBBiQ3v,2019
0.00143,0.388,0.971,0.149,0.175,194.956,Let The Music Take Control,"W&W,Blasterjaxx","2rTo8KIkBTFjQS7VvaKYQ4,37awA8DFCAnCCL7aqYbDnD",2019-05-18,https://i.scdn.co/image/ab67616d0000b273ed04ae397e14989a7f9e59ad,54,2ItO4ZVCtwEHuLL6ygajGM,2019
0.173,0.722,0.818,0.0469,0.412,125.017,Stay (feat. Betsy Blue),"Yves V,Matthew Hill,Betsy Blue","47BEc2RoW53owMyxacXWdV,55sPqHriTUlXdrHHjPdNft,3qCytO4WqjD2ntva5l1sHx",2019-05-18,https://i.scdn.co/image/ab67616d0000b27397491c7a9ad682e9f964ff01,39,6sK0xQU3KV3nVbuIIGWOFe,2019
0.259,0.669,0.797,0.0624,0.552,119.865,Stay (Don't Go Away) [feat. Raye],"David Guetta,RAYE","1Cs0zKBU1kc0i8ypK3B9ai,5KKpBU5eC2tJDzf0wmlRp2",2019-05-14,https://i.scdn.co/image/ab67616d0000b2734fe606cc6e4b8cb29d736def,63,4YhN72dRYL2Z3MsaKyT7rS,2019
0.0872,0.689,0.705,0.0462,0.27,115.231,Don’t Give Up On Me Now,"R3HAB,Julie Bergan","6cEuCEZu7PAE9ZSzLLc2oQ,2Tg0aF5cbZktYFzgR1iAKv",2019-05-12,https://i.scdn.co/image/ab67616d0000b273ef172ff8649cb27be80f5e18,50,46W9iEjOg5nkMvb6lo4Jwz,2019
0.00571,0.553,0.96,0.0599,0.304,128.03,Police (feat. RIVERO) - Radio Edit,"Tony Junior,JETFIRE,RIVERO","17esEoE9uEHFKuzkar2UL0,1flYnVP7znbiEcL0ELwwTt,5dlXp2PYNwRSdvFtSBFN9X",2019-05-10,https://i.scdn.co/image/ab67616d0000b2739a75abad692b78aa9e167b48,33,6AFSd3OvanwEFZel9WlN4f,2019
0.0912,0.798,0.675,0.0442,0.842,101.956,I Don't Care (with Justin Bieber),"Ed Sheeran,Justin Bieber","6eUKZXaKkcviH0Ku9w2n3V,1uNFoZAHBGtllmzznpCI3s",2019-05-10,https://i.scdn.co/image/ab67616d0000b27357cc434093fd4b6af7500fd8,82,3HVWdVOQ0ZA45FuZGSfvns,2019
0.000586,0.735,0.997,0.162,0.281,128.016,Bounce Generation,"TJR,VINAI","2L8yW8GIoirHEdeW4bWQXq,4mrBetqy378Jf1y6NLszlx",2019-05-10,https://i.scdn.co/image/ab67616d0000b273e0a9e5e9c94c03a61bcedc87,35,1KfW2MqAiGG01pWm34Y2T6,2019
0.0987,0.748,0.973,0.104,0.672,128.059,Fogo (feat. Julimar Santos),"Garmiani,Julimar Santos","2yhI3iWovCQYjhjoqzKO2R,2GJP8WUxtpkE7NolyW0BPr",2019-05-10,https://i.scdn.co/image/ab67616d0000b273d757c8017adfcf3cbca0b225,56,7uKjjI2a4Ia8nHKzgdya1y,2019
0.00108,0.758,0.899,0.0546,0.391,128.044,BRUH,"Curbi,Mesto","2XiiUuK68XNdHaHOAF5hnT,0RViEWnZO2VhmY4oI0PhF9",2019-05-10,https://i.scdn.co/image/ab67616d0000b273de083a44c0f3553d9beb157c,35,03R2HwsAjLqmcmhvjK5eba,2019
0.0425,0.634,0.93,0.0816,0.481,127.966,Kundalini,"Headhunterz,Skytech","6C0KWmCdqrLU2LzzWBPbOy,4CrDEHL7ysNabeYvL3xjUX",2019-05-10,https://i.scdn.co/image/ab67616d0000b273ec8233cb9d6b5db60f3e598e,50,4Tw0PFB1wBhW5FW8gbCW2p,2019
0.000727,0.498,0.842,0.0418,0.147,126.981,Far From You,"WildVibes,Arild Aas,Martin Miller","6BEqzY6INFaHKQ2mqWWuNs,0H9XxJcRLKTYCfPTNKmttd,1Al2LtQNvcAjWYZqsMQm9W",2019-05-07,https://i.scdn.co/image/ab67616d0000b273accdecff6ef5a58a317809dc,0,2WpmqBXawkgV7lBXGibukq,2019
0.242,0.628,0.817,0.0287,0.539,119.041,Something Strange,"Vicetone,Haley Reinhart","0daugAjUgbJSqdlyYNwIbT,5cKlE8f6b26h61Ml7m052Q",2019-05-06,https://i.scdn.co/image/ab67616d0000b273ade6a0c8549a73b9b5f73ee4,52,2YNVpj4AfBb3HN1QTqEcVB,2019
0.000151,0.558,0.933,0.0375,0.082,128.005,Living On The Edge,"JETFIRE,Karmatek","1flYnVP7znbiEcL0ELwwTt,1SndrJTbY5myuYScRRtO1t",2019-05-04,https://i.scdn.co/image/ab67616d0000b273736480f9ff184ded23b03c54,32,5jo1oqBwVSXm1ZwG54o93K,2019
0.329,0.639,0.664,0.0357,0.351,116.028,Walk Thru Fire,Vicetone,0daugAjUgbJSqdlyYNwIbT,2019-04-30,https://i.scdn.co/image/ab67616d0000b273b35a97f364865a2cb4e5a194,65,2wQ411UQL2MRsdAgPRUstT,2019
0.495,0.672,0.61,0.0435,0.591,103.915,Fireproof (feat. Teddy Sky) - DIMA Remix,"VAX,Teddy Sky,DIMA","6cQVcprcYDxGM79YmyCkcQ,6D0UYqXOF2HFQOet85VDKd,55mpRKnylTTZ3N1cNNM7zh",2019-04-30,https://i.scdn.co/image/ab67616d0000b27395f813fb863f8f14d59b189d,37,53h0cF96llr92BFeNMD03Z,2019
0.0796,0.636,0.63,0.0346,0.454,104.845,True Colors (feat. Maya Avedis),"XO Cupid,Maya Avedis","1Fy4Vnoq3HspYLrgEs9VNc,64msO0RZHKEtUsVvNtOrS4",2019-04-28,https://i.scdn.co/image/ab67616d0000b273e773fd371c2a1a40ba197637,63,4AMY0oGSt7vZwgxDnHCJBr,2019
0.169,0.654,0.874,0.0543,0.542,119.85,Brave,"Don Diablo,Jessie J","1l2ekx5skC4gJH8djERwh1,2gsggkzM5R49q6jpPvazou",2019-04-28,https://i.scdn.co/image/ab67616d0000b27390ead7d79875f98cd30fdc72,60,0GRoERSBBky3YgdKW2w2Vc,2019
0.371,0.666,0.72,0.0269,0.312,99.97,End Of The Night,Danny Avila,5y3G1B8cpCTaoq0uDgjwzH,2019-04-27,https://i.scdn.co/image/ab67616d0000b273c27d89fa8abb3990e2b3a29c,60,46n9OJc7LOIVdj8t2l5WA5,2019
0.0667,0.716,0.748,0.0364,0.47,120.031,Changes,"Mike Perry,Dimitri Vangelis & Wyman,TEN TIMES,The Companions","6lB8vOoI4DRrrVxXwuV19c,10hGPIDZi33LRaYRIq3Bh4,3NccRg2H1XTSVekaTZZ3Xd,3zdcGIxMZCtOpFDPuP5rmM",2019-04-27,https://i.scdn.co/image/ab67616d0000b2731d6f02ef4126bc7934ed92b0,0,0auKqMQXBTQ80h034wcsOA,2019
0.00207,0.656,0.75,0.0584,0.119,126.04,Echo,"Seth Hills,Crime Zcene","5nFt7a5Du2MkdAr1KniXh7,63Uotocmp2cieAZLI0Y4wv",2019-04-26,https://i.scdn.co/image/ab67616d0000b273135fbd1cf02b3a8513e10255,31,7pOSphiQrRDVnoiXtFbRmH,2019
0.0767,0.628,0.713,0.0432,0.334,140.026,Reverse,"CORSAK,马吟吟","1TcbdifqhtxLz77unBYJ7z,7bW8KSa6v5oBJAjSO2xsmf",2019-04-20,https://i.scdn.co/image/ab67616d0000b2737b3a433a9bf011f368e5fa52,54,0BVRfqRHpYnXnv9t5yp9ai,2019
0.0354,0.474,0.782,0.0484,0.223,127.996,Another Side,"Matisse & Sadko,Robert Falcon,Wrabel","2QMCcKIPHnjQaPPgoEst88,5CVwY7MrkxGF1aM4f1u6Xk,7r2uG6BlFXKcwmh9ItqlII",2019-04-19,https://i.scdn.co/image/ab67616d0000b2734305d84fa8df647b8696aae5,36,4rXsJxWgPGiu7DWHRd53Ue,2019
0.166,0.567,0.907,0.0498,0.242,130.048,Ups & Downs,"W&W,Nicky Romero","2rTo8KIkBTFjQS7VvaKYQ4,5ChF3i92IPZHduM7jN3dpg",2019-04-12,https://i.scdn.co/image/ab67616d0000b273505b59c183292e3ba80344da,56,6zrkWFn28ep82mbAXsQn1k,2019
0.211,0.491,0.693,0.0377,0.412,90.027,Hymn for the Weekend,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2019-04-11,https://i.scdn.co/image/ab67616d0000b2738ff7c3580d429c8212b9a3b6,85,3RiPr603aXAoi4GHyXx0uy,2019
0.272,0.802,0.645,0.0715,0.376,100.001,SOS,"Avicii,Aloe Blacc","1vCWHaC5f2uS3yhpwWbIA6,0id62QV2SZZfvBn9xpmuCl",2019-04-10,https://i.scdn.co/image/ab67616d0000b27327582cbd9df9f3afd04f776f,2,6nDKrPlXdpomGBgAlO7UdP,2019
0.015,0.611,0.875,0.0604,0.304,128.0,Trouble (feat. Micky Blue),"Tiësto,7 Skies,Micky Blue","2o5jDhtHVPhrJdv3cEQ99Z,2mmqhYDTD0weseyXUf1QJ5,74RDfhi3g8pfpmMCrQUtpF",2019-04-09,https://i.scdn.co/image/ab67616d0000b2733b99dd174a538f65571fcca5,0,1Hha9paHfC8YEUHV9bKcda,2019
0.00965,0.561,0.728,0.0408,0.253,150.048,Diamonds (feat. Micky Blue),"Tiësto,Aazar,Micky Blue","2o5jDhtHVPhrJdv3cEQ99Z,7oNtf1MwhHcyXRsYXE1WsG,74RDfhi3g8pfpmMCrQUtpF",2019-04-09,https://i.scdn.co/image/ab67616d0000b2733b99dd174a538f65571fcca5,0,1ek8QU4pMSmCp7gVOWQn7Y,2019
0.00791,0.51,0.835,0.0447,0.435,140.024,Who Do You Love,"The Chainsmokers,5 Seconds of Summer","69GGBxA162lTqCwzJG5jLp,5Rl15oVamLq7FbSb0NNBNy",2019-04-08,https://i.scdn.co/image/ab67616d0000b2736a2230845f4074b6bfc39091,0,11cDEev79fPKi6uJCjUhu8,2019
0.0494,0.726,0.775,0.0687,0.575,121.947,Sometimes,"DallasK,Nicky Romero,XYLØ","7uas0F5EhsZg6KDJ7yy7rW,5ChF3i92IPZHduM7jN3dpg,6ioOEWNNGK40H8xrGj6XPW",2019-04-08,https://i.scdn.co/image/ab67616d0000b27318fdbb5d071fd1ad7186796c,49,1MqBckcnN45W32KSSHnylW,2019
0.479,0.733,0.859,0.033,0.52,124.948,All Around The World (La La La),"R3HAB,A Touch Of Class","6cEuCEZu7PAE9ZSzLLc2oQ,5wTdspmxzb8V4ZjvDodpBo",2019-04-05,https://i.scdn.co/image/ab67616d0000b273d6df87b8f5214f6091b9a676,58,2xyIwHKujL7tSgkK2Waj2s,2019
0.379,0.714,0.658,0.131,0.609,82.023,Comfortable,"Simon Dominic,GRAY,ONE","57W9ikVc6O2wLDtmclSjvN,3kPEBSt7qgVoRZSbIXMr7W,36Hd8M3GV2FLpHUEDH6bCz",2019-04-05,https://i.scdn.co/image/ab67616d0000b273ae9f9395ec3a890b1afd66a2,42,2lEzKOtt7q64jQZ5meZsY8,2019
